id;day;month;year;timeofday;timeofdayrecode;incident_type;incident_action;latitude;longitude;territorial_water_status;closest_coastal_state;closest_state_cow_code;location_precision;geolocation_source;location_description;vessel_name;vessel_type;vessel_country;Vessel_country_cow_code;vessel_status;Violence Dummy;Steaming Recode;Incident_type_recode;Incident_action_recode
149;13;6;1994;4:48;4;Actual;Boarded;5,8150000;118,0555;Malaysia;Malaysia;820;2;IMB;No.2 Jetty, Sandakan, Malaysia;Asian Venture;2;Singapore;830;Unspecified;;-99;1;2
150;15;6;1994;19:00;3;Actual;Boarded;-0,5401667;117,1383;Indonesia;Indonesia;850;2;IMB;Samarinda Anchorage, Indonesia;Toyo;10;Japan;740;Unspecified;;-99;1;2
151;19;6;1994;3:00;4;Actual;Boarded;-7,2038333;112,7235;Indonesia;Indonesia;850;2;IMB;Wharf 108, Surabaya, Indonesia;Bass Reefer;4;Bahamas;31;Unspecified;;-99;1;2
152;1;7;1994;4:00;4;Actual;Boarded;0,0333333;117,6167;Indonesia;Indonesia;850;1;IMB;Indonesia (Documented coordinates 2:00.0N/117:37.0E locates in a forested area. Recoded due N to 2:00.54N in the waterway nearby);Bonny;7;Bahamas;31;Unspecified;;-99;1;2
153;16;7;1994;2:00;4;Attempted;;22,5550000;114,1945;China;China;710;2;IMB;South Lamma DG, Hong Kong;Ervilia;8;Isle of Man;200;Unspecified;;-99;0;-99
154;17;7;1994;20:50;3;Attempted;;21,2500000;119,0500;Taiwan;Taiwan;713;1;IMB;South China Sea;Rheingas;7;Singapore;830;Unspecified;;-99;0;-99
155;18;7;1994;Unspecified;-99;Actual;Boarded;-22,8765000;-43,1913;Brazil;Brazil;140;2;IMB;Inner Roads, Rio de Janeiro, Brazil;Mister Michael;2;Greece;350;Unspecified;;-99;1;2
156;19;7;1994;0:09;4;Attempted;;20,1333333;115,8667;Taiwan;Taiwan;713;1;IMB;HLH Area;New Hailee;6;Panama;95;Unspecified;;-99;0;-99
157;26;7;1994;7:40;1;Attempted;;29,6300000;123,1867;China;China;710;1;IMB;East China Sea;Kropotkin;8;Russia;365;Unspecified;;-99;0;-99
158;26;7;1994;3:45;4;Actual;Boarded;5,8000000;118,0833;Malaysia;Malaysia;820;2;IMB;Sandakan Anchorage, Malaysia;Gloria Ace;6;Singapore;830;Unspecified;;-99;1;2
159;2;8;1994;4:30;4;Actual;Boarded;15,0133333;121,5933;Philippines;Philippines;840;2;IMB;Outer Road, Manila, Philippines;Gorno Altaysk;10;Russia;365;Unspecified;;-99;1;2
160;14;8;1994;4:45;4;Actual;Boarded;-20,3206667;-40,3350;Brazil;Brazil;140;2;IMB;Victoria Roads, Brazil;Alexandergracht;2;Netherlands;210;Unspecified;;-99;1;2
161;16;8;1994;3:50;4;Actual;Boarded;-24,0703333;-46,3093;Brazil;Brazil;140;3;IMB;Santos Roads, 2nm S of Pt. Ross, Brazil (Measured 5km S of port);Maersk La Plata;4;Germany;260;Unspecified;;-99;1;2
162;19;8;1994;Unspecified;-99;Actual;Boarded;14,5211667;120,9428;Philippines;Philippines;840;2;IMB;Manila Bay, Philippines;Fukumaru;1;Japan;740;Unspecified;;-99;1;2
163;21;8;1994;13:10;2;Actual;Boarded;22,2230;91,8060;Bangladesh;Bangladesh;771;;IMB;Karnaphuli River, Bangladesh ;MV Young II;6;Korea;732;Unspecified;;-99;1;2
164;24;8;1994;0:30;4;Actual;Boarded;-6,0166667;105,9333;Indonesia;Indonesia;850;1;IMB;Indonesia;Caroline Oldendorff;2;Liberia;450;Unspecified;;-99;1;2
165;26;8;1994;2:30;4;Actual;Boarded;-6,0081667;105,9535;Indonesia;Indonesia;850;2;IMB;Cigading Port, Indonesia;Torben Spirit;8;Bahamas;31;Unspecified;;-99;1;2
167;31;8;1994;22:45;3;Actual;Boarded;1,5505000;104,6790;Malaysia;Malaysia;820;2;IMB;Horsburg Lighthouse, Singapore Straits;Essberger Pioneer;8;Bahamas;31;Unspecified;;-99;1;2
166;31;8;1994;14:10;2;Actual;Boarded;1,5505000;104,6790;Malaysia;Malaysia;820;2;IMB;Horsburg Lighthouse, Singapore Straits;C. Tahsin;2;Turkey;640;Unspecified;;-99;1;2
168;9;9;1994;3:30;4;Attempted;;18,3666667;113,4667;Paracel Islands;Paracel Islands;710;1;IMB;HLH Area;Lyki;2;Panama;95;Unspecified;;-99;0;-99
169;12;9;1994;1:20;4;Actual;Boarded;20,6400000;106,8833;Vietnam;Vietnam;816;2;IMB;Haiphong Roads, Vietnam;Mekong Spring;4;Malta;338;Unspecified;;-99;1;2
170;17;9;1994;3:50;4;Actual;Boarded;22,3193333;114,1558;China;China;710;2;IMB;SW Lamma Anchorage, Hong Kong;Maritime Omi;6;Denmark;390;Unspecified;;-99;1;2
171;27;9;1994;4:30;4;Attempted;;19,1333333;119,0833;Philippines;Philippines;840;1;IMB;HLH Area;Chitra;2;Panama;95;Unspecified;;-99;0;-99
172;3;10;1994;2:50;4;Attempted;;11,6166667;113,4500;Spratly Islands;Spratly Islands;816;1;IMB;South China Sea;NA;4;Hong Kong;710;Unspecified;;-99;0;-99
173;10;10;1994;23:45;3;Actual;Boarded;5,2931667;-4,0000;Cote d'Ivoire;Cote d'Ivoire;437;2;IMB;Abidjan Roads, Ivory Coast;Nordic Bulker;2;Panama;95;Unspecified;;-99;1;2
174;16;10;1994;7:00;1;Attempted;;-6,2583333;155,9033;Papua New Guinea;Papua New Guinea;910;1;IMB;Bougainville Province, Papau New Guinea;Club Med II;9;France;220;Unspecified;;-99;0;-99
175;20;10;1994;20:30;3;Actual;Boarded;-2,5200000;-80,0867;Ecuador;Ecuador;130;;IMB;Guayaquil Port, Ecuador;Sea Wind;4;Greece;350;Unspecified;;-99;1;2
176;21;10;1994;20:00;3;Actual;Boarded;-7,2038333;112,7235;Indonesia;Indonesia;850;2;IMB;Container Pier, Surabaya, Indonesia;Estebrugge;6;Netherlands Antilles;210;Unspecified;;-99;1;2
178;25;10;1994;0:00;2;Actual;Boarded;22,1600000;114,1217;China;China;710;1;IMB;Hong Kong Anchorage;United Ambition;2;Liberia;450;Unspecified;;-99;1;2
177;25;10;1994;Unspecified;-99;Actual;Boarded;-7,2038333;112,7235;Indonesia;Indonesia;850;2;IMB;Inner Anchorage, Surabaya, Indonesia;Reestborg;4;Netherlands;210;Unspecified;;-99;1;2
179;27;10;1994;0:10;4;Actual;Boarded;-3,0000000;107,3000;Indonesia;Indonesia;850;1;IMB;Indonesia;Windward;4;Greece;350;Unspecified;;-99;1;2
180;3;11;1994;2:40;4;Actual;Boarded;-6,0338333;106,8867;Indonesia;Indonesia;850;;IMB;Jakarta Roads, Indonesia;Melgar;6;Singapore;830;Unspecified;;-99;1;2
181;4;11;1994;13:00;2;Actual;Boarded;-2,5200000;-80,0867;Ecuador;Ecuador;130;;IMB;Guayaquil Port, Ecuador;Sea Wave;2;Cyprus;352;Unspecified;;-99;1;2
182;14;11;1994;23:00;3;Actual;Boarded;-3,0250000;107,2917;Indonesia;Indonesia;850;1;IMB;Indonesia;Dove Arrow;4;Bahamas;31;Unspecified;;-99;1;2
183;15;11;1994;Unspecified;-99;Actual;Boarded;1,4000000;104,5833;Indonesia;Indonesia;850;1;IMB;Indonesia;Yaya;8;Cyprus;352;Unspecified;;-99;1;2
184;21;11;1994;11:20;1;Attempted;;-5,9731667;106,8833;Indonesia;Indonesia;850;3;IMB;3.7nm from Breakwater, Jakarta, Indonesia;Fortunate Star;6;Malta;338;Unspecified;;-99;0;-99
185;22;11;1994;23:30;3;Actual;Boarded;-2,8666667;107,3000;Indonesia;Indonesia;850;1;IMB;Indonesia;Essverger Pioneer;3;Singapore;830;Unspecified;;-99;1;2
186;23;11;1994;1:00;4;Actual;Boarded;-2,9333333;107,2833;Indonesia;Indonesia;850;1;IMB;Indonesia;Continental Spirit;2;Liberia;450;Unspecified;;-99;1;2
187;26;11;1994;13:57;2;Attempted;;16,5533333;119,7267;Philippines;Philippines;840;1;IMB;HLH Area;Audacious;2;Bahamas;31;Unspecified;;-99;0;-99
188;26;11;1994;13:25;2;Actual;Boarded;-2,3567;-79,9983;Ecuador;Ecuador;130;;IMB;Gye Inner Roads, Ecuador (GYE is for Guayaquil);Caria;4;Liberia;450;Unspecified;;-99;1;2
190;27;11;1994;4:30;4;Attempted;;33,7000000;125,2833;South Korea;South Korea;732;1;IMB;Yellow Sea;Sea Bird;6;Denmark;390;Unspecified;;-99;0;-99
189;27;11;1994;5:15;4;Actual;Boarded;-24,0133333;-46,3517;Brazil;Brazil;140;1;IMB;Santos Roads, Brazil;Ocean Competence;6;Singapore;830;Unspecified;;-99;1;2
191;6;12;1994;20:45;3;Actual;Boarded;-2,8666667;107,2667;Indonesia;Indonesia;850;1;IMB;Indonesia;Eagle Tide;4;Panama;95;Unspecified;;-99;1;2
192;9;12;1994;0:00;3;Actual;Boarded;5,8233333;118,1150;Malaysia;Malaysia;820;1;IMB;Malaysia;Nanyo;6;Panama;95;Unspecified;;-99;1;2
193;28;12;1994;Afternoon Hours;2;Actual;Boarded;-6,0338333;106,8867;Indonesia;Indonesia;850;2;IMB;Jakarta Anchorage, Indonesia;Anro Australia;4;Australia;900;Unspecified;;-99;1;2
194;5;1;1995;;-99;Actual;Boarding;-7,1766667;112,6867;Indonesia;Indonesia;850;1;IMB;Inner Anchorage Surabaya Port, Indonesia;Bunga Kerayong;8;;;Unspecified;0;-99;1;2
195;7;1;1995;;-99;Actual;Boarding;37,4386667;122,1850;China;China;710;2;IMB;Subic freeport, Manila, Philippines;Kafu Maru;-99;;;Unspecified;0;-99;1;2
196;8;1;1995;5:30;4;Actual;Boarding;3,7766667;98,6767;Indonesia;Indonesia;850;2;IMB;Belawan Port, Indonesia;Troianu;2;;;Anchored;0;2;1;2
197;10;1;1995;;-99;Actual;Boarding;43,11666667;131,8833;Russia;Russia;365;4;IMB;Near Vladivostok, GOS;Alaksey Chuyer;10;;;Unspecified;1;-99;1;2
198;18;1;1995;;-99;Actual;Boarding;3,98;98,7983;Indonesia;Indonesia;850;1;IMB;Belawan Anchorage, Indonesia;Captain George II;-99;;;Anchored;0;2;1;2
199;21;1;1995;;-99;Attempted;;18,425;120,0867;Philippines;Philippines;840;1;IMB;HLH Area (Hong Kong - Luzon - Hainan);Ocean Glory;6;;;Steaming;0;1;0;-99
200;23;1;1995;0:15;4;Actual;Boarding;5,8133333;118,1050;Malaysia;Malaysia;820;1;IMB;Sandankan Anchorage Sabah, Malaysia;Norbulk Pine;2;;;Anchored;0;2;1;2
201;23;1;1995;3:30;4;Attempted;;16,6;120,8167;Philippines;Philippines;840;1;IMB;HLH Area (Hong Kong - Luzon - Hainan);Golden Alpha;2;;;Steaming;0;1;0;-99
202;26;1;1995;17:00;2;Actual;Boarding;-6,775;39,3533;Tanzania;Tanzania;510;2;IMB;Dar Es Salam Anchorage, Africa;Pegasus;-99;;;Anchored;0;2;1;2
203;28;1;1995;;-99;Actual;Hijacked;26,8085;52,0142;Iran;Iran;630;4;IMB;Persian Gulf;Shaiboub;1;;;Unspecified;1;-99;1;1
204;31;1;1995;22:00;3;Actual;Boarding;-6,0886667;106,8750;Indonesia;Indonesia;850;2;IMB;Jakarta Anchorage, 3.5 M OFF Indonesia;Darya Chand;2;;;Anchored;0;2;1;2
205;3;2;1995;;-99;Actual;Boarding;3,7766667;98,6767;Indonesia;Indonesia;850;4;IMB;Belawan Roads, Belawan Indonesia;Kapetan Elias;2;;;Unspecified;0;-99;1;2
206;4;2;1995;2:30;4;Actual;Boarding;-1,2766667;116,7967;Indonesia;Indonesia;850;1;IMB;Balik Papan Anchorage, Kalimantan, Indonesia;Bunga Kerayong;8;;;Anchored;0;2;1;2
207;11;2;1995;;-99;Actual;Boarding;-22,8933333;-43,1667;Brazil;Brazil;140;2;IMB;Rio de Janeiro, Brazil;Regina;2;;;Anchored;0;2;1;2
208;15;2;1995;21:15;3;Actual;Boarding;7,3;108,5833;Vietnam;Vietnam;816;1;IMB;South China Sea;Lucky Trader No. 1;6;;;Steaming;1;1;1;2
209;19;2;1995;;-99;Actual;Boarding;8,29;-80,3448;Panama;Panama;95;3;IMB;Off Panama Coast, Panama;;9;;;Unspecified;1;-99;1;2
210;21;2;1995;0:00;4;Actual;Boarding;-6,0083333;105,9467;Indonesia;Indonesia;850;1;IMB;Anyer Inner Anchorage, Indonesia;LPG Norgas Traveller;7;;;Anchored;0;2;1;2
211;23;2;1995;;-99;Attempted;;23,2;117,4167;China;China;710;1;IMB;Taiwan;Hanjin Kunsan;-99;;;Steaming;0;1;0;-99
212;26;2;1995;;-99;Actual;Boarding;9,35;-79,9167;Panama;Panama;95;2;IMB;Cristobal;Shansi;-99;;;Berthed;1;3;1;2
213;28;2;1995;;-99;Attempted;;11,5833333;43,6167;Somalia;Somalia;520;1;IMB;Djibouti, E. Africa;Nourberg Mofarrij;-99;;;Steaming;1;1;0;-99
214;4;3;1995;1:30;4;Attempted;;19,675;119,0300;Philippines;Philippines;840;1;IMB;Hong Kong - Luzon - Hainan Area;ACX Iris;-99;;;Steaming;0;1;0;-99
216;7;3;1995;;-99;Actual;Boarding;-22,8933333;-43,1667;Brazil;Brazil;140;2;IMB;No. 3 Berth, Rio de Janiero, Brazil;San Miguel;4;;;Anchored;1;2;1;2
217;7;3;1995;15:15;2;Actual;Hijacked;22,2666667;114,2000;China;China;710;3;IMB;7 miles east of TCS1 Buoy, Hong Kong;Xiamen Bridge;4;;;Steaming;1;1;1;1
218;7;3;1995;2:15;4;Actual;Boarding;-6,0666667;106,1500;Indonesia;Indonesia;850;1;IMB;Jakarta Port, Indonesia;Bunga Melor Satu;4;;;Anchored;0;2;1;2
215;7;3;1995;;-99;Actual;Boarding;-22,9;-43,2000;Brazil;Brazil;140;4;IMB;Alongside Rio de Janeiro, Brazil;Marwan;-99;;;Unspecified;1;-99;1;2
219;8;3;1995;5:30;4;Actual;Boarding;21,7166667;117,8500;Taiwan;Taiwan;713;1;IMB;Hong Kong - Luzon - Hainan Area;Ling Xian;2;;;Steaming;0;1;1;2
220;15;3;1995;;-99;Actual;Boarding;37,195;3,4539;Algeria;Algeria;615;4;IMB;Algeria Waters;Biban;6;;;Unspecified;0;-99;1;2
221;15;3;1995;;-99;Actual;Boarding;41,0166667;29,9667;Turkey;Turkey;640;2;IMB;Istanbul Port, Turkey;Ayvazovskly;9;;;Anchored;1;2;1;2
222;15;3;1995;3:00;4;Actual;Hijacked;21,8865;113,8571;China;China;710;4;IMB;Wanshan Quandeo, Pearl river estuary, China;Wing Lee No. 3;10;;;Steaming;1;1;1;1
223;23;3;1995;21:30;3;Actual;Boarding;-1;117,2833;Indonesia;Indonesia;850;1;IMB;Samarinda Anchorage, Kalimantan, Indonesia;Navigatore - D;2;;;Anchored;0;2;1;2
224;25;3;1995;5:20;4;Actual;Boarding;-7,1833333;112,7000;Indonesia;Indonesia;850;1;IMB;Surabaya Roads, Inner Anchorage, Indonesia;Reestborg;4;;;Unspecified;0;-99;1;2
226;;3;1995;;-99;Actual;Hijacked;26,8085;52,0142;Iran;Iran;630;4;IMB;Persian Gulf;;1;;;Unspecified;1;-99;1;1
225;;3;1995;;-99;Actual;Hijacked;26,8085;52,0142;Iran;Iran;630;4;IMB;Persian Gulf;Capriolo;6;;;Unspecified;1;-99;1;1
227;1;4;1995;;-99;Actual;Boarding;-7,1456667;112,0667;Indonesia;Indonesia;850;1;IMB;Surabaya, Indonesia;Calatang;2;;;Anchored;0;2;1;2
228;2;4;1995;5:10;4;Attempted;;-2,7;107,3500;Indonesia;Indonesia;850;1;IMB;Gelasa Straits, Indonesia;Konkar Pioneer;2;;;Steaming;0;1;0;-99
229;3;4;1995;9:12;1;Actual;Boarding;12,145;50,8100;Somalia;Somalia;520;1;IMB;Somalia;Full City;-99;;;Steaming;1;1;1;2
231;5;4;1995;6:30;1;Attempted;;16,2183333;113,4450;Paracel Islands;Paracel Islands;710;1;IMB;Hong Kong - Luzon - Hainan Area;Amer Prabha;6;;;Steaming;0;1;0;-99
230;5;4;1995;;-99;Attempted;;4,9115;48,4136;Somalia;Somalia;520;4;IMB;Somalia Coast, Africa;Longo Barda;9;;;Steaming;1;1;0;-99
232;9;4;1995;;-99;Actual;Boarding;26,8085;52,0142;Iran;Iran;630;4;IMB;Persian Gulf;Sea Wolf 102;1;;;Unspecified;0;-99;1;2
233;9;4;1995;15:55;2;Attempted;;18,7616667;120,8200;Philippines;Philippines;840;1;IMB;Hong Kong - Luzon - Hainan Area, Philippines;Nikolay Kuznetsov;2;;;Steaming;0;1;0;-99
234;11;4;1995;21:00;3;Attempted;;19,715;121,6250;Philippines;Philippines;840;1;IMB;Hong Kong - Luzon - Hainan, N. Philippines;LNG Rheingas;7;;;Steaming;0;1;0;-99
235;11;4;1995;21:00;3;Attempted;;19,7166667;121,6250;Philippines;Philippines;840;1;IMB;Balintan channel, HLH Philippines;;8;;;Steaming;0;1;0;-99
236;12;4;1995;15:55;2;Actual;Boarding;-1,0416667;117,2500;Indonesia;Indonesia;850;1;IMB;Muara Jawa anchorage, Samarinda, Indonesia;Arctic Trader;6;;;Anchored;0;2;1;2
238;18;4;1995;8:23;1;Actual;Hijacked;11,0466667;114,2617;Spratly Islands;Spratly Islands;816;1;IMB;4.9 miles off Hong Kong waters;Vietxo 8;6;;;Steaming;1;1;1;1
237;18;4;1995;;-99;Actual;Boarding;-2,9765;104,7500;Indonesia;Indonesia;850;4;IMB;River Passage, Palembang, Indonesia;Hafetzah;8;;;Steaming;1;1;1;2
239;18;4;1995;4:35;4;Attempted;;7,9166667;106,6000;Vietnam;Vietnam;816;1;IMB;South China Sea;Kuanyin;10;;;Steaming;0;1;0;-99
240;22;4;1995;9:12;1;Actual;Hijacked;12,15;50,8000;Somalia;Somalia;520;1;IMB;Somalia;Radnor;-99;;;Steaming;1;1;1;1
241;26;4;1995;;-99;Actual;Boarding;-6,0886667;106,8750;Indonesia;Indonesia;850;2;IMB;Berth 115, Tanjung Priok, Indonesia;Bass Reefer;-99;;;Berthed;0;3;1;2
243;28;4;1995;17:00;2;Attempted;;12,1333333;50,7167;Somalia;Somalia;520;1;IMB;Somalia;Ming Bright;4;;;Steaming;1;1;0;-99
242;28;4;1995;;-99;Actual;Boarding;-23,9761667;-46,2872;Brazil;Brazil;140;2;IMB;Santos, Brazil;Nordcloud;6;;;Berthed;0;3;1;2
244;29;4;1995;7:00;1;Attempted;;5,8833333;124,6000;Philippines;Philippines;840;1;IMB;6 miles off Mindanao Coast, Philippines;Johanna;-99;;;Steaming;1;1;0;-99
245;1;5;1995;;-99;Attempted;;12,95;53,3833;Yemen;Yemen;679;1;IMB;Somalia, East Africa;Darya Geeth;2;;;Steaming;1;1;0;-99
246;1;5;1995;;-99;Attempted;;12,95;53,3833;Yemen;Yemen;679;1;IMB;Somalia;DSR Tianjin;2;;;Steaming;0;1;0;-99
247;1;5;1995;0:00;4;Actual;Boarding;-6,0433333;105,9167;Indonesia;Indonesia;850;2;IMB;Anyer Inner Anchorage, Indonesia;LPG/C Prins Philips Willem;3;;;Anchored;0;2;1;2
250;3;5;1995;;-99;Attempted;;12,2;51,0333;Somalia;Somalia;520;1;IMB;Somalia;Liliana Dimitrova;2;;;Steaming;1;1;0;-99
248;3;5;1995;;-99;Attempted;;4,7999;50,0678;Somalia;Somalia;520;3;IMB;100NM off Somalia;LPG Gas Al-Kuwait;7;;;Steaming;1;1;0;-99
249;3;5;1995;;-99;Attempted;;12,1;50,8500;Somalia;Somalia;520;1;IMB;Somalia;Mecca 1;9;;;Steaming;1;1;0;-99
252;5;5;1995;;-99;Actual;Boarding;5,8266667;118,1167;Malaysia;Malaysia;820;2;IMB;Shell timur Berth, Sandakan, Sabah, Malaysia;LPG Java Rainbow;7;;;Berthed;0;3;1;2
251;5;5;1995;;-99;Attempted;;5,8;124,3167;Philippines;Philippines;840;1;IMB;18NM from Mindanao, Philippines;LPG Lady Rowena;7;;;Steaming;0;1;0;-99
253;9;5;1995;;-99;Actual;Boarding;13,3516667;100,6067;Thailand;Thailand;800;2;IMB;Pier 22, Bangkok port, Thailand;Zim Bangkok;10;;;Anchored;0;2;1;2
254;10;5;1995;;-99;Actual;Boarding;-22,8933333;-43,1667;Brazil;Brazil;140;2;IMB;Petrobras Terminal, Rio de Janeiro, Brazil;Stolt Spur;8;;;Unspecified;0;-99;1;2
255;11;5;1995;;-99;Actual;Missing;56,5878;11,3063;Denmark;Denmark;390;4;IMB;Between Anholt Isoalnd and Grena Island, Denmark;Anholt;9;;;Steaming;1;1;1;5
256;12;5;1995;;-99;Actual;Hijacked;12,0072;43,4350;Djibouti;Djibouti;522;4;IMB;Djibouti, E. Africa;SB408;1;;;Unspecified;1;-99;1;1
257;12;5;1995;13:05;2;Actual;Boarding;22,1333333;113,5333;China;China;710;1;IMB;China, PRC;Egmondgracht;10;;;Anchored;0;2;1;2
258;14;5;1995;6:00;4;Actual;Boarding;23,108;113,2753;China;China;710;2;IMB;Guangzhou, China, PRC;Quebec;8;;;Berthed;0;3;1;2
259;15;5;1995;;-99;Actual;Boarding;-7,1885;112,7467;Indonesia;Indonesia;850;2;IMB;Berth405, Surabaya port, Indonesia;Zervos;6;;;Berthed;0;3;1;2
260;16;5;1995;;-99;Actual;Boarding;-22,8933333;-43,1667;Brazil;Brazil;140;2;IMB;At the Berth of Rio de Janeiro, Brazil;IBN Qutalbah;6;;;Unspecified;1;-99;1;2
261;18;5;1995;;-99;Actual;Boarding;1,323;104,1099;Malaysia;Malaysia;820;3;IMB;3NM off Horsburgh Light House, Singapore Straits;SMF 1104;5;;;Steaming;1;1;1;2
262;21;5;1995;22:50;3;Actual;Boarding;22,1166667;113,8000;China;China;710;1;IMB;Guishan Dao, Peral river estuary, China;Great Cheer;6;;;Anchored;0;2;1;2
263;1;6;1995;;-99;Actual;Boarding;23,9273;119,5011;Taiwan;Taiwan;713;3;IMB;45 miles off the Taiwan west Coast, Taiwan Straits;;5;;;Steaming;0;1;1;2
264;2;6;1995;;-99;Actual;Boarding;10,344;107,0568;Vietnam;Vietnam;816;2;IMB;Vung Tau Anchorage, Vietnam;Petro Concord;8;;;Anchored;0;2;1;2
265;3;6;1995;;-99;Attempted;;16,2216667;113,4317;Paracel Islands;Paracel Islands;710;1;IMB;Vietnam;Amer Prabha;-99;;;Steaming;0;1;0;-99
266;4;6;1995;;-99;Attempted;;19,35;121,9667;Philippines;Philippines;840;1;IMB;Hong Kong - Luzon - Hainan Area;Svea Trader;-99;;;Steaming;0;1;0;-99
267;7;6;1995;;-99;Actual;Boarding;23;70,3167;India;India;750;3;IMB;2.9NM SW of Tuna Buoy, Kandla, India;Agrilia;-99;;;Steaming;0;1;1;2
268;9;6;1995;0:00;4;Actual;Boarding;22,15;114,1333;China;China;710;2;IMB;Lamma Anchorage ILD, Hong Kong;Robin;-99;;;Anchored;0;2;1;2
269;10;6;1995;20:20;3;Actual;Hijacked;22,7;114,5333;China;China;710;1;IMB;Hainan, China;Faesongsan;6;;;Steaming;1;1;1;1
270;12;6;1995;;-99;Actual;Hijacked;22,1833333;113,8333;China;China;710;1;IMB;Between Hong Kong and Macau;GUIA;9;;;Steaming;1;1;1;1
271;14;6;1995;;-99;Actual;Boarding;10,344;107,0568;Vietnam;Vietnam;816;1;IMB;Vung Tau, Vietnam;Ocean Bird;6;;;Anchored;0;2;1;2
272;16;6;1995;20:05;3;Actual;Boarding;-2,9765;104,7500;Indonesia;Indonesia;850;4;IMB;Plaju, Palembang River, Sumatera, Indonesia;Hafetzah;8;;;Unspecified;0;-99;1;2
273;23;6;1995;;-99;Actual;Hijacked;10,2285;102,5594;Cambodia;Cambodia;811;4;IMB;Cambodian Territorial Waters;Hye Mieko;2;;;Unspecified;1;-99;1;1
274;23;6;1995;0:00;4;Actual;Boarding;21,1765;110,4000;China;China;710;2;IMB;Buoy 10, Zhanjiang Inner Anchorage, China;Prince of Tokyo;10;;;Anchored;0;2;1;2
275;24;6;1995;;-99;Attempted;;-6,0886667;106,8750;Indonesia;Indonesia;850;2;IMB;Outer Roads, Jakarta Anchorage, Indonesia;Kassos;2;;;Anchored;0;2;0;-99
276;30;6;1995;;-99;Actual;Boarding;-2,8033333;104,9167;Indonesia;Indonesia;850;1;IMB;Palembang River, Indonesia;Petro Concord;3;;;Steaming;0;1;1;2
277;;6;1995;;-99;Actual;Hijacked;12,015;50,0833;Somalia;Somalia;520;1;IMB;3NM off Alula, Somalia;Anomis;-99;;;Steaming;1;1;1;1
278;;6;1995;;-99;Actual;Hijacked;12,015;50,0833;Somalia;Somalia;520;1;IMB;Alula, Somalia;Bonsella;-99;;;Steaming;1;1;1;1
280;4;7;1995;0:01;4;Actual;Boarding;21,4616667;108,3817;China;China;710;1;IMB;Fangcheng Anchorage, China;Dona;2;;;Anchored;0;2;1;2
279;4;7;1995;;-99;Attempted;;2,1666667;101,7333;Indonesia;Indonesia;850;1;IMB;Malacca Straits;General Monarch;8;;;Steaming;0;1;0;-99
282;7;7;1995;1:00;4;Actual;Boarding;22,8783;70,3221;India;India;750;3;IMB;4.5 miles from Tuna Buoy, Kandla Port, India;Al Wataniah;8;;;Anchored;0;2;1;2
281;7;7;1995;;-99;Actual;Boarding;22,8196667;70,2203;India;India;750;2;IMB;Kandla Anchorage, India;Al Natania;-99;;;Anchored;0;2;1;2
283;14;7;1995;1:30;4;Actual;Boarding;20,1166667;114,1400;China;China;710;1;IMB;Hong Kong Port;Summer;4;;;Anchored;0;2;1;2
284;18;7;1995;;-99;Actual;Boarding;22,1166667;114,1667;China;China;710;1;IMB;Off port limits, Hong Kong;Amorgos;2;;;Anchored;0;2;1;2
285;19;7;1995;;-99;Actual;Boarding;22,0733333;113,8933;China;China;710;1;IMB;Huangpu Anchorage, China;Ikan Selangat;-99;;;Anchored;0;2;1;2
286;20;7;1995;;-99;Attempted;;-5,0166667;115,8583;Indonesia;Indonesia;850;1;IMB;Java Sea, Indonesia;ICL Rajarajan;2;;;Steaming;0;1;0;-99
288;23;7;1995;;-99;Actual;Boarding;-2,3;104,9167;Indonesia;Indonesia;850;1;IMB;Palembang River, Indonesia;Trans Hercules;1;;;Steaming;0;1;1;2
289;23;7;1995;;-99;Actual;Boarding;22,1166667;113,8000;China;China;710;1;IMB;Quarantine Acnhorage, Huangpu, China;Stalo;2;;;Anchored;0;2;1;2
287;23;7;1995;;-99;Actual;Boarding;-12,0167;-77,1667;Peru (Peruvian point of view);Peru (Peruvian point of view);135;3;IMB;335degs, 3.2NM of North Breakwater, Callo, Peru;LPG EMSGAS;7;;;Anchored;0;2;1;2
290;24;7;1995;13:17;2;Actual;Hijacked;22,1266667;114,2400;China;China;710;1;IMB;Hainan, China;Milen Trung;6;;;Steaming;1;1;1;1
291;30;7;1995;;-99;Actual;Boarding;-22,8933333;-43,1667;Brazil;Brazil;140;4;IMB;Rio de Janeiro, Brazil;Hanso Clipper;6;;;Unspecified;0;-99;1;2
292;1;8;1995;;-99;Attempted;;22,075;113,8933;China;China;710;1;IMB;Huang  pu Anchorage, China;MV Ikan Selangat;2;;;Anchored;0;2;0;-99
293;1;8;1995;;-99;Actual;Boarding;22,2166667;91,7932;Bangladesh;Bangladesh;771;2;IMB;Chittagong, Bangladesh;Inzhener Yamburenko;4;;;Anchored;1;2;1;2
294;2;8;1995;;-99;Actual;Boarding;-5,4666667;105,1667;Indonesia;Indonesia;850;2;IMB;Panjang road, Indonesia;Gotze Delchev;2;;;Anchored;0;2;1;2
295;4;8;1995;;-99;Actual;Boarding;6,95;79,8432;Sri Lanka;Sri Lanka;780;3;IMB;Colombo Roads, 1.5NM from port entrance, Sri Lanka;Nedlloyd Sao Paolo;4;;;Anchored;0;2;1;2
